EAN,URL_1,URL_2,URL_3
778988331156,https://www.bscom.cz/hlavolam-smg-perplexus-go-spiraly-a-schody-778988331156_d2099648/,https://www.legenio.cz/spin-master-perplexus-go-cestovni-p68604/,https://www.legenio.cz/spin-master-perplexus-go-3d-labyrint-spiral-30-prekazek-p68604/
778988371121,https://www.legenio.cz/spin-master-gabby-s-dollhouse-dum-na-strome-p68730/,https://www.bscom.cz/set-figurek-a-prislusenstvi-gabinin-kouzelny-domek-dum-na-strome-778988371121_d1974367/,https://www.bambule.cz/gabinin-kouzelny-domek-dum-na-strome/
778988492598,https://www.alza.cz/hracky/gabinin-kouzelny-domek-bazenova-hraci-sada-d9911652.htm,https://m.alza.cz/EN/gabinin-kouzelny-domek-bazenova-hraci-sada-d9911652.htm,https://allegro.pl/oferta/koci-domek-gabi-syrenka-basen-zestaw-z-figurkami-kotkow-syrenkotka-15143324748?srsltid=AfmBOopa8eUMLZFGtWLjClSib-laNK45Hq-RSDCnuEIfgxcQheaVeSEH
778988519509,https://www.bscom.cz/figurka-batman-s-vystroji-a-nepritelem-778988519509_d2099503/,https://www.legenio.cz/spin-master-batman-s-vystroji-a-nepritelem-30-cm-p73039/,https://www.bambule.cz/batman-s-vystroji-a-nepritelem-30-cm/
681147013476,https://www.bambule.cz/puzzle-harry-potter-bradavicky-hrad-4d/,https://www.toysshop.cz/spin-master-fdp-4d-puzzle-harry-potter-bradavicky-hrad/?srsltid=AfmBOoovMRSgWqUUzrRJQnB2eMwujru7GTyAkq9zP2OZhC0W89xzh8Wm,https://www.puzzle-puzzle.cz/4d-build-3d-puzzle-harry-potter-bradavicky-hrad-209-dilku-d159615
778988509272,https://www.bscom.cz/set-figurek-a-prislusenstvi-gabinin-kouzelny-domek-narozeniny-778988509272_d2096174/,https://www.bambule.cz/gabinin-kouzelny-domek-sada-figurek-narozeniny/,https://black-monday.cz/produkt/spin-master-gabinin-kouzelny-domek-sada-figurek-narozeniny-778988509272/7/
778988469156,https://www.alza.cz/gabinin-kouzelny-domek-kufrik-s-doplnky-d9834803.htm,https://m.alza.cz/toys/gabinin-kouzelny-domek-kufrik-s-doplnky-d9834803.htm,https://allegro.pl/oferta/koci-domek-gabi-zestaw-podrozny-walizka-z-akcesoriami-15158655895?srsltid=AfmBOoqX-N6YY3jjZ5AdMJI62xZbc1Z2WStILWCE8KNAYmwmsTL02GsM
778988600573,https://fingerboardy.heureka.cz/tech-deck-fingerboard-rampa-xconnect-zero-bowl-builder-778988600573/,https://www.alza.cz/hracky/tech-deck-xconnect-zero-bowl-builder-d9934878.htm,https://www.bscom.cz/fingerboardy-c24762/spin-master/
778988495315,https://www.sparkys.cz/spin-master-harry-potter-sberatelske-hulky-carodeju-s-podstavcem/,https://www.bambule.cz/harry-potter-sberatelske-hulky-carodeju-s-podstavcem-2a/,https://www.dracik.cz/harry-potter-hulka-fred-wesley/
778988461761,https://pompo.cz/spin-master-tlapkova-patrola-hra-clovece-nezlob-se_z215605/,https://www.legenio.cz/spin-master-tlapkova-patrola-clovece-nezlob-se-p75166/,https://pompo.cz/spin-master-games-paw-patrol-clovece-nezlob-se_z215605/
778988509289,https://www.bscom.cz/set-figurek-a-prislusenstvi-gabinin-kouzelny-domek-panenka-s-figurkou-kreativni-sada-778988509289_d2096175/,https://pompo.cz/spin-master-gabby-s-dollhouse-paneka-s-figurkou-kreativni-sada_z177341/,https://www.bambule.cz/gabinin-kouzelny-domek-panenka-s-figurkou-kreativni-sada/
778988249789,https://www.legenio.cz/unicorn-academy-panenka-24-cm-ava-p75169/,https://www.toysshop.cz/pl/spin-master-unicorn-academy-panenka-24-cm-ava/?srsltid=AfmBOopSUkUCi6EY-75W5kKhZr0WHTgPfTyXVYPF_pdJkhN2yLOCEybQ,https://www.dracik.cz/unicorn-academy-ava/
778988491119,https://www.bscom.cz/kineticky-pisek-kinetic-sand-pisecne-kralovstvi-778988491119_d1994337/,https://modelovaci-hmoty.heureka.cz/kinetic-sand-pisecne-kralovstvi/,https://www.bambule.cz/kinetic-sand-sada-pisecne-kralovstvi/
778988416426,https://www.bscom.cz/karetni-hra-smg-harry-potter-chyt-zlatonku-spol-hra-778988416426_d2019142/,https://www.remauh.cz/spolecenska-hra-harry-potter-chyt-zlatonku-P/,https://www.legenio.cz/spin-master-harry-potter-chyt-zlatonku-spolecenska-hra/
